brand,model,year,total_complaints,drivetrain_score,electrical_score,engine_score,overall_score
Nissan,Pathfinder,2015,316,65.8,79.73,44.27,63.27
Nissan,Pathfinder,2016,104,77.2,98.73,77.2,84.38
Nissan,Pathfinder,2017,183,75.93,86.07,48.07,70.02
Nissan,Pathfinder,2018,76,86.07,96.2,91.13,91.13
Nissan,Pathfinder,2019,71,81.0,97.47,97.47,91.98
Nissan,Pathfinder,2020,45,87.33,94.93,94.93,92.4
Nissan,Pathfinder,2021,0,100.0,100.0,100.0,100.0
Nissan,Pathfinder,2022,124,68.33,92.4,93.67,84.8
Nissan,Pathfinder,2023,90,68.33,96.2,81.0,81.84
Nissan,Pathfinder,2024,47,87.33,93.67,93.67,91.56
Nissan,Pathfinder,2025,34,92.4,100.0,98.73,97.04
Nissan,Frontier,2000,210,68.33,94.93,69.6,77.62
Nissan,Frontier,2001,145,73.4,96.2,81.0,83.53
Nissan,Frontier,2002,139,67.07,94.93,82.27,81.42
Nissan,Frontier,2003,77,81.0,100.0,88.6,89.87
Nissan,Frontier,2004,66,87.33,98.73,87.33,91.13
Nissan,Frontier,2011,64,79.73,97.47,92.4,89.87
Nissan,Frontier,2012,78,93.67,98.73,93.67,95.36
Nissan,Frontier,2013,48,91.13,100.0,94.93,95.35
Nissan,Frontier,2014,41,94.93,98.73,94.93,96.2
Nissan,Frontier,2015,33,96.2,98.73,97.47,97.47
Nissan,Frontier,2016,42,96.2,100.0,92.4,96.2
Nissan,Frontier,2017,37,98.73,93.67,93.67,95.36
Nissan,Frontier,2018,25,93.67,94.93,93.67,94.09
Nissan,Frontier,2019,26,93.67,96.2,97.47,95.78
Nissan,Frontier,2021,17,96.2,98.73,100.0,98.31
Nissan,Frontier,2022,105,68.33,97.47,98.73,88.18
Nissan,Frontier,2025,6,97.47,100.0,98.73,98.73
BMW,3 Series,2000,88,89.87,98.73,96.2,94.93
BMW,3 Series,2001,36,89.87,100.0,96.2,95.36
BMW,3 Series,2002,442,63.27,83.53,68.33,71.71
BMW,3 Series,2003,488,68.33,89.87,41.73,66.64
BMW,3 Series,2004,557,68.33,94.93,65.8,76.35
BMW,3 Series,2005,226,68.33,98.73,87.33,84.8
BMW,3 Series,2006,1242,63.27,60.73,36.67,53.56
BMW,3 Series,2007,1036,68.33,44.27,5.0,39.2
BMW,3 Series,2008,689,67.07,55.67,7.53,43.42
BMW,3 Series,2009,387,68.33,64.53,49.33,60.73
BMW,3 Series,2010,267,82.27,73.4,41.73,65.8
BMW,3 Series,2016,93,74.67,92.4,84.8,83.96
BMW,3 Series,2017,70,94.93,93.67,59.47,82.69
BMW,3 Series,2018,58,94.93,98.73,62.0,85.22
BMW,3 Series,2019,37,97.47,94.93,91.13,94.51
BMW,3 Series,2020,46,97.47,91.13,84.8,91.13
BMW,3 Series,2021,28,93.67,92.4,98.73,94.93
BMW,3 Series,2022,6,97.47,100.0,100.0,99.16
BMW,5 Series,2000,2,100.0,100.0,100.0,100.0
BMW,5 Series,2001,3,100.0,100.0,100.0,100.0
BMW,5 Series,2004,319,72.13,69.6,73.4,71.71
BMW,5 Series,2005,192,68.33,84.8,84.8,79.31
BMW,5 Series,2006,388,67.07,70.87,67.07,68.34
BMW,5 Series,2007,284,69.6,84.8,68.33,74.24
BMW,5 Series,2008,432,68.33,65.8,8.8,47.64
BMW,5 Series,2009,110,86.07,88.6,51.87,75.51
BMW,5 Series,2010,180,77.2,86.07,49.33,70.87
BMW,5 Series,2016,81,98.73,98.73,65.8,87.75
BMW,5 Series,2018,78,94.93,94.93,91.13,93.66
BMW,5 Series,2019,34,91.13,100.0,93.67,94.93
BMW,5 Series,2020,12,98.73,100.0,97.47,98.73
BMW,5 Series,2021,24,94.93,94.93,97.47,95.78
BMW,5 Series,2022,13,98.73,98.73,98.73,98.73
BMW,X3,2004,219,73.4,97.47,79.73,83.53
BMW,X3,2005,128,91.13,100.0,84.8,91.98
BMW,X3,2006,344,84.8,96.2,82.27,87.76
BMW,X3,2007,373,73.4,83.53,39.2,65.38
BMW,X3,2008,190,88.6,92.4,67.07,82.69
BMW,X3,2009,87,93.67,97.47,84.8,91.98
BMW,X3,2010,85,93.67,100.0,91.13,94.93
BMW,X3,2016,80,78.47,94.93,78.47,83.96
BMW,X3,2017,91,77.2,96.2,73.4,82.27
BMW,X3,2018,70,91.13,97.47,81.0,89.87
BMW,X3,2019,154,82.27,92.4,64.53,79.73
BMW,X3,2020,93,92.4,91.13,89.87,91.13
BMW,X3,2021,85,89.87,87.33,96.2,91.13
BMW,X3,2022,59,91.13,98.73,97.47,95.78
BMW,X3,2023,9,98.73,100.0,100.0,99.58
BMW,X3,2024,29,94.93,100.0,100.0,98.31
BMW,X3,2025,30,93.67,93.67,91.13,92.82
BMW,X5,2000,29,93.67,100.0,98.73,97.47
BMW,X5,2001,175,78.47,98.73,60.73,79.31
BMW,X5,2002,116,82.27,93.67,86.07,87.34
BMW,X5,2003,114,87.33,94.93,79.73,87.33
BMW,X5,2004,127,84.8,88.6,86.07,86.49
BMW,X5,2005,103,72.13,92.4,92.4,85.64
BMW,X5,2006,279,67.07,84.8,75.93,75.93
BMW,X5,2007,143,68.33,86.07,64.53,72.98
BMW,X5,2008,333,67.07,83.53,22.73,57.78
BMW,X5,2009,161,72.13,87.33,46.8,68.75
BMW,X5,2010,147,91.13,77.2,46.8,71.71
BMW,X5,2011,306,70.87,77.2,30.33,59.47
BMW,X5,2016,68,94.93,84.8,82.27,87.33
BMW,X5,2017,73,89.87,96.2,69.6,85.22
BMW,X5,2018,63,93.67,93.67,77.2,88.18
BMW,X5,2019,158,81.0,53.13,70.87,68.33
BMW,X5,2020,91,87.33,60.73,83.53,77.2
BMW,X5,2021,87,84.8,67.07,87.33,79.73
BMW,X5,2022,52,84.8,93.67,89.87,89.45
BMW,X5,2023,27,94.93,98.73,100.0,97.89
BMW,X5,2024,137,68.33,89.87,93.67,83.96
BMW,X5,2025,52,69.6,93.67,96.2,86.49
BMW,7 Series,2000,2,98.73,100.0,100.0,99.58
BMW,7 Series,2001,2,100.0,100.0,98.73,99.58
BMW,7 Series,2002,102,72.13,93.67,82.27,82.69
BMW,7 Series,2003,97,68.33,96.2,77.2,80.58
BMW,7 Series,2004,91,81.0,89.87,82.27,84.38
BMW,7 Series,2005,49,91.13,87.33,91.13,89.86
BMW,7 Series,2006,317,68.33,86.07,67.07,73.82
BMW,7 Series,2007,127,75.93,92.4,98.73,89.02
BMW,7 Series,2008,93,92.4,91.13,96.2,93.24
BMW,7 Series,2009,26,98.73,97.47,92.4,96.2
BMW,7 Series,2010,48,93.67,97.47,77.2,89.45
BMW,7 Series,2017,12,100.0,98.73,98.73,99.15
BMW,7 Series,2018,7,98.73,100.0,97.47,98.73
BMW,7 Series,2019,3,100.0,100.0,100.0,100.0
BMW,7 Series,2020,4,100.0,98.73,98.73,99.15
BMW,7 Series,2021,2,100.0,100.0,100.0,100.0
BMW,7 Series,2022,4,100.0,97.47,100.0,99.16
Ford,F-150,2000,1211,67.07,65.8,8.8,47.22
Ford,F-150,2001,1347,67.07,84.8,6.27,52.71
Ford,F-150,2002,955,62.0,63.27,18.93,48.07
Ford,F-150,2003,461,63.27,87.33,41.73,64.11
Ford,F-150,2004,2034,63.27,74.67,24.0,53.98
Ford,F-150,2005,1120,60.73,81.0,31.6,57.78
Ford,F-150,2006,586,65.8,92.4,29.07,62.42
Ford,F-150,2007,491,64.53,89.87,26.53,60.31
Ford,F-150,2008,368,67.07,84.8,32.87,61.58
Ford,F-150,2009,323,68.33,88.6,50.6,69.18
Ford,Mustang,2000,474,67.07,91.13,24.0,60.73
Ford,Mustang,2001,283,67.07,96.2,48.07,70.45
Ford,Mustang,2002,213,65.8,97.47,46.8,70.02
Ford,Mustang,2003,269,67.07,96.2,37.93,67.07
Ford,Mustang,2004,129,68.33,93.67,84.8,82.27
Ford,Mustang,2005,868,65.8,54.4,18.93,46.38
Ford,Mustang,2006,573,67.07,68.33,43.0,59.47
Ford,Mustang,2007,615,68.33,86.07,75.93,76.78
Ford,Mustang,2008,346,68.33,94.93,91.13,84.8
Ford,Mustang,2009,181,77.2,98.73,96.2,90.71
Ford,Mustang,2010,260,72.13,96.2,92.4,86.91
Ford,Mustang,2011,465,68.33,94.93,69.6,77.62
Ford,Mustang,2012,468,68.33,93.67,65.8,75.93
Ford,Mustang,2013,269,78.47,94.93,87.33,86.91
Ford,Mustang,2014,355,67.07,92.4,87.33,82.27
Ford,Mustang,2015,432,67.07,78.47,58.2,67.91
Ford,Mustang,2016,363,73.4,83.53,36.67,64.53
Ford,Mustang,2017,250,87.33,94.93,68.33,83.53
Ford,Mustang,2018,176,77.2,94.93,39.2,70.44
Ford,Mustang,2019,131,87.33,93.67,48.07,76.36
Ford,Mustang,2020,107,81.0,94.93,72.13,82.69
Ford,Mustang,2021,51,92.4,94.93,77.2,88.18
Ford,Mustang,2022,42,92.4,100.0,89.87,94.09
Ford,Mustang,2024,65,86.07,96.2,94.93,92.4
Ford,Mustang,2025,8,100.0,100.0,100.0,100.0
Ford,Explorer,2000,1133,58.2,82.27,13.87,51.45
Ford,Explorer,2001,765,59.47,86.07,50.6,65.38
Ford,Explorer,2002,3620,25.27,59.47,5.0,29.91
Ford,Explorer,2003,1313,32.87,77.2,22.73,44.27
Ford,Explorer,2004,1408,30.33,62.0,34.13,42.15
Ford,Explorer,2005,567,62.0,88.6,43.0,64.53
Ford,Explorer,2006,635,64.53,86.07,13.87,54.82
Ford,Explorer,2007,208,67.07,97.47,55.67,73.4
Ford,Explorer,2008,146,69.6,87.33,55.67,70.87
Ford,Explorer,2009,33,93.67,100.0,98.73,97.47
Ford,Explorer,2010,115,63.27,98.73,91.13,84.38
Ford,Explorer,2011,1179,65.8,77.2,16.4,53.13
Ford,Explorer,2012,810,68.33,82.27,41.73,64.11
Ford,Explorer,2013,2204,53.13,60.73,15.13,43.0
Ford,Explorer,2014,1651,54.4,69.6,26.53,50.18
Ford,Explorer,2015,1708,54.4,70.87,35.4,53.56
Ford,Explorer,2016,2381,59.47,63.27,10.07,44.27
Ford,Explorer,2017,1606,64.53,59.47,15.13,46.38
Ford,Explorer,2018,675,82.27,69.6,40.47,64.11
Ford,Explorer,2019,268,91.13,88.6,81.0,86.91
Ford,Explorer,2020,1091,32.87,59.47,35.4,42.58
Ford,Explorer,2021,365,60.73,82.27,73.4,72.13
Ford,Explorer,2022,218,69.6,88.6,77.2,78.47
Ford,Explorer,2023,86,87.33,97.47,89.87,91.56
Ford,Explorer,2024,14,100.0,100.0,100.0,100.0
Ford,Explorer,2025,69,81.0,97.47,94.93,91.13
Ford,Focus,2000,3881,21.47,12.6,5.0,13.02
Ford,Focus,2001,1815,32.87,35.4,5.0,24.42
Ford,Focus,2002,1018,43.0,35.4,15.13,31.18
Ford,Focus,2003,1017,62.0,43.0,25.27,43.42
Ford,Focus,2004,387,65.8,75.93,45.53,62.42
Ford,Focus,2005,440,60.73,59.47,46.8,55.67
Ford,Focus,2006,204,67.07,93.67,58.2,72.98
Ford,Focus,2007,391,60.73,35.4,60.73,52.29
Ford,Focus,2008,249,70.87,92.4,58.2,73.82
Ford,Focus,2009,228,73.4,92.4,60.73,75.51
Ford,Focus,2010,286,70.87,92.4,55.67,72.98
Ford,Focus,2011,112,89.87,92.4,92.4,91.56
Ford,Focus,2012,3777,51.87,32.87,5.0,29.91
Ford,Focus,2013,2098,64.53,54.4,5.0,41.31
Ford,Focus,2014,2625,64.53,55.67,5.0,41.73
Ford,Focus,2015,1006,68.33,63.27,24.0,51.87
Ford,Focus,2016,1176,62.0,59.47,16.4,45.96
Ford,Focus,2017,880,67.07,65.8,24.0,52.29
Ford,Focus,2018,800,67.07,62.0,27.8,52.29
Ford,EcoSport,2018,711,68.33,64.53,29.07,53.98
Ford,EcoSport,2019,439,75.93,83.53,46.8,68.75
Ford,EcoSport,2020,370,68.33,87.33,60.73,72.13
Ford,EcoSport,2021,236,72.13,86.07,75.93,78.04
Ford,EcoSport,2022,10,97.47,100.0,100.0,99.16
Chevrolet,Silverado,2000,2168,45.53,81.0,27.8,51.44
Chevrolet,Silverado,2001,1841,36.67,60.73,24.0,40.47
Chevrolet,Silverado,2002,1656,45.53,78.47,22.73,48.91
Chevrolet,Silverado,2003,2117,41.73,56.93,10.07,36.24
Chevrolet,Silverado,2004,1847,45.53,64.53,5.0,38.35
Chevrolet,Silverado,2005,1184,41.73,70.87,8.8,40.47
Chevrolet,Silverado,2006,773,32.87,91.13,53.13,59.04
Chevrolet,Silverado,2007,1054,62.0,69.6,37.93,56.51
Chevrolet,Silverado,2008,1073,67.07,68.33,27.8,54.4
Chevrolet,Tahoe,2000,302,67.07,94.93,78.47,80.16
Chevrolet,Tahoe,2001,521,63.27,79.73,74.67,72.56
Chevrolet,Tahoe,2002,462,59.47,84.8,60.73,68.33
Chevrolet,Tahoe,2003,534,65.8,87.33,54.4,69.18
Chevrolet,Tahoe,2004,466,65.8,86.07,53.13,68.33
Chevrolet,Tahoe,2005,291,65.8,97.47,69.6,77.62
Chevrolet,Tahoe,2006,114,82.27,96.2,94.93,91.13
Chevrolet,Tahoe,2007,1176,64.53,59.47,49.33,57.78
Chevrolet,Tahoe,2008,585,67.07,62.0,73.4,67.49
Chevrolet,Tahoe,2009,303,70.87,86.07,73.4,76.78
Chevrolet,Tahoe,2010,319,88.6,92.4,96.2,92.4
Chevrolet,Tahoe,2011,456,74.67,93.67,88.6,85.65
Chevrolet,Tahoe,2012,179,87.33,97.47,96.2,93.67
Chevrolet,Tahoe,2013,231,89.87,97.47,89.87,92.4
Chevrolet,Tahoe,2014,93,83.53,92.4,94.93,90.29
Chevrolet,Tahoe,2015,654,68.33,72.13,51.87,64.11
Chevrolet,Tahoe,2016,252,68.33,93.67,81.0,81.0
Chevrolet,Tahoe,2017,164,68.33,94.93,78.47,80.58
Chevrolet,Tahoe,2018,90,68.33,93.67,89.87,83.96
Chevrolet,Tahoe,2019,98,84.8,100.0,63.27,82.69
Chevrolet,Tahoe,2020,46,92.4,97.47,93.67,94.51
Chevrolet,Tahoe,2021,386,67.07,64.53,45.53,59.04
Chevrolet,Tahoe,2022,158,77.2,81.0,79.73,79.31
Chevrolet,Tahoe,2023,172,67.07,88.6,84.8,80.16
Chevrolet,Tahoe,2024,55,86.07,94.93,97.47,92.82
Chevrolet,Tahoe,2025,22,86.07,100.0,98.73,94.93
Chevrolet,Trax,2013,0,100.0,100.0,100.0,100.0
Chevrolet,Trax,2014,0,100.0,100.0,100.0,100.0
Chevrolet,Trax,2015,94,83.53,91.13,81.0,85.22
Chevrolet,Trax,2016,111,86.07,96.2,67.07,83.11
Chevrolet,Trax,2017,107,88.6,96.2,78.47,87.76
Chevrolet,Trax,2018,95,86.07,92.4,82.27,86.91
Chevrolet,Trax,2019,130,82.27,94.93,86.07,87.76
Chevrolet,Trax,2020,84,81.0,94.93,78.47,84.8
Chevrolet,Trax,2021,20,91.13,97.47,94.93,94.51
Chevrolet,Trax,2022,9,98.73,98.73,97.47,98.31
Chevrolet,Trax,2023,0,100.0,100.0,100.0,100.0
Chevrolet,Trax,2024,141,78.47,96.2,86.07,86.91
Chevrolet,Trax,2025,65,88.6,97.47,94.93,93.67
Chevrolet,Malibu,2000,979,63.27,51.87,5.0,40.05
Chevrolet,Malibu,2001,749,58.2,56.93,5.0,40.04
Chevrolet,Malibu,2002,596,59.47,54.4,5.0,39.62
Chevrolet,Malibu,2003,610,63.27,58.2,11.33,44.27
Chevrolet,Malibu,2004,1697,62.0,56.93,15.13,44.69
Chevrolet,Malibu,2005,1393,60.73,40.47,11.33,37.51
Chevrolet,Malibu,2006,1385,64.53,46.8,26.53,45.95
Chevrolet,Malibu,2007,991,64.53,81.0,29.07,58.2
Chevrolet,Malibu,2008,1011,62.0,58.2,27.8,49.33
Chevrolet,Malibu,2009,1507,56.93,46.8,26.53,43.42
Chevrolet,Malibu,2010,1356,59.47,59.47,25.27,48.07
Chevrolet,Malibu,2011,971,63.27,51.87,24.0,46.38
Chevrolet,Malibu,2012,904,65.8,51.87,24.0,47.22
Chevrolet,Malibu,2013,916,45.53,27.8,5.0,26.11
Chevrolet,Malibu,2014,361,46.8,64.53,32.87,48.07
Chevrolet,Malibu,2015,264,68.33,70.87,65.8,68.33
Chevrolet,Malibu,2016,848,60.73,44.27,21.47,42.16
Chevrolet,Malibu,2017,711,68.33,56.93,41.73,55.66
Chevrolet,Malibu,2018,670,67.07,60.73,54.4,60.73
Chevrolet,Malibu,2019,184,68.33,67.07,72.13,69.18
Chevrolet,Malibu,2020,181,68.33,75.93,81.0,75.09
Chevrolet,Malibu,2021,63,87.33,88.6,92.4,89.44
Chevrolet,Malibu,2022,70,93.67,97.47,91.13,94.09
Chevrolet,Malibu,2023,24,94.93,96.2,96.2,95.78
Chevrolet,Malibu,2024,8,96.2,100.0,100.0,98.73
Chevrolet,Malibu,2025,3,100.0,100.0,100.0,100.0
Chevrolet,Cruze,2009,0,100.0,100.0,100.0,100.0
Chevrolet,Cruze,2010,2,100.0,100.0,100.0,100.0
Chevrolet,Cruze,2011,728,64.53,63.27,5.0,44.27
Chevrolet,Cruze,2012,860,65.8,58.2,5.0,43.0
Chevrolet,Cruze,2013,584,53.13,67.07,13.87,44.69
Chevrolet,Cruze,2014,690,56.93,44.27,8.8,36.67
Chevrolet,Cruze,2015,250,64.53,77.2,24.0,55.24
Chevrolet,Cruze,2016,242,68.33,70.87,36.67,58.62
Chevrolet,Cruze,2017,198,68.33,79.73,55.67,67.91
Chevrolet,Cruze,2018,107,79.73,98.73,82.27,86.91
Chevrolet,Cruze,2019,18,97.47,100.0,98.73,98.73
Hyundai,Ioniq,2020,1,100.0,98.73,98.73,99.15
Hyundai,Palisade,2020,471,67.07,89.87,60.73,72.56
Hyundai,Palisade,2021,375,70.87,96.2,75.93,81.0
Hyundai,Palisade,2022,260,78.47,92.4,65.8,78.89
Hyundai,Palisade,2023,349,68.33,89.87,78.47,78.89
Hyundai,Palisade,2024,334,68.33,97.47,94.93,86.91
Hyundai,Palisade,2025,177,68.33,100.0,96.2,88.18
Hyundai,Tucson,2004,0,100.0,100.0,100.0,100.0
Hyundai,Tucson,2005,185,67.07,82.27,72.13,73.82
Hyundai,Tucson,2006,135,68.33,81.0,81.0,76.78
Hyundai,Tucson,2007,65,81.0,96.2,96.2,91.13
Hyundai,Tucson,2008,43,87.33,100.0,97.47,94.93
Hyundai,Tucson,2009,18,97.47,100.0,100.0,99.16
Hyundai,Tucson,2010,57,75.93,98.73,98.73,91.13
Hyundai,Tucson,2011,123,68.33,93.67,88.6,83.53
Hyundai,Tucson,2012,252,68.33,81.0,88.6,79.31
Hyundai,Tucson,2013,261,68.33,82.27,83.53,78.04
Hyundai,Tucson,2014,200,68.33,86.07,83.53,79.31
Hyundai,Tucson,2015,223,68.33,83.53,79.73,77.2
Hyundai,Tucson,2016,1591,67.07,72.13,5.0,48.07
Hyundai,Tucson,2017,1056,68.33,73.4,24.0,55.24
Hyundai,Tucson,2018,370,68.33,82.27,45.53,65.38
Hyundai,Tucson,2019,355,67.07,92.4,53.13,70.87
Hyundai,Tucson,2020,159,68.33,94.93,86.07,83.11
Hyundai,Tucson,2021,62,78.47,98.73,87.33,88.18
Hyundai,Tucson,2022,341,68.33,77.2,31.6,59.04
Hyundai,Tucson,2023,108,68.33,93.67,83.53,81.84
Hyundai,Tucson,2024,68,68.33,97.47,94.93,86.91
Hyundai,Tucson,2025,190,68.33,96.2,94.93,86.49
Hyundai,Sonata,2000,282,58.2,83.53,70.87,70.87
Hyundai,Sonata,2001,223,63.27,98.73,83.53,81.84
Hyundai,Sonata,2002,325,59.47,83.53,77.2,73.4
Hyundai,Sonata,2003,198,65.8,89.87,88.6,81.42
Hyundai,Sonata,2004,201,63.27,96.2,83.53,81.0
Hyundai,Sonata,2005,165,67.07,96.2,89.87,84.38
Hyundai,Sonata,2006,1047,63.27,39.2,45.53,49.33
Hyundai,Sonata,2007,696,67.07,58.2,72.13,65.8
Hyundai,Sonata,2008,425,67.07,63.27,73.4,67.91
Hyundai,Sonata,2009,459,67.07,59.47,53.13,59.89
Hyundai,Sonata,2010,345,68.33,81.0,75.93,75.09
Hyundai,Sonata,2011,3357,55.67,5.0,5.0,21.89
Hyundai,Sonata,2012,1541,60.73,15.13,22.73,32.86
Hyundai,Sonata,2013,1872,59.47,26.53,5.0,30.33
Hyundai,Sonata,2014,735,67.07,45.53,34.13,48.91
Hyundai,Sonata,2015,1100,63.27,35.4,13.87,37.51
Hyundai,Sonata,2016,697,64.53,58.2,12.6,45.11
Hyundai,Sonata,2017,740,67.07,65.8,25.27,52.71
Hyundai,Sonata,2018,351,65.8,53.13,30.33,49.75
Hyundai,Sonata,2019,141,88.6,93.67,75.93,86.07
Hyundai,Sonata,2020,151,84.8,94.93,73.4,84.38
Hyundai,Sonata,2021,110,86.07,92.4,65.8,81.42
Hyundai,Sonata,2022,79,87.33,97.47,72.13,85.64
Hyundai,Sonata,2023,79,84.8,93.67,54.4,77.62
Hyundai,Sonata,2024,35,97.47,97.47,98.73,97.89
Hyundai,Sonata,2025,10,96.2,100.0,100.0,98.73
Hyundai,Elantra,2000,212,79.73,100.0,50.6,76.78
Hyundai,Elantra,2001,330,59.47,89.87,72.13,73.82
Hyundai,Elantra,2002,349,62.0,93.67,78.47,78.05
Hyundai,Elantra,2003,234,60.73,98.73,75.93,78.46
Hyundai,Elantra,2004,182,73.4,98.73,89.87,87.33
Hyundai,Elantra,2005,137,69.6,96.2,89.87,85.22
Hyundai,Elantra,2006,155,68.33,94.93,87.33,83.53
Hyundai,Elantra,2007,265,67.07,94.93,78.47,80.16
Hyundai,Elantra,2008,314,65.8,79.73,50.6,65.38
Hyundai,Elantra,2009,279,68.33,86.07,79.73,78.04
Hyundai,Elantra,2010,447,68.33,82.27,64.53,71.71
Hyundai,Elantra,2011,459,64.53,62.0,68.33,64.95
Hyundai,Elantra,2012,667,62.0,41.73,37.93,47.22
Hyundai,Elantra,2013,1312,62.0,41.73,24.0,42.58
Hyundai,Elantra,2014,375,67.07,55.67,50.6,57.78
Hyundai,Elantra,2015,254,67.07,81.0,53.13,67.07
Hyundai,Elantra,2016,279,67.07,79.73,62.0,69.6
Hyundai,Elantra,2017,750,68.33,63.27,11.33,47.64
Hyundai,Elantra,2018,265,68.33,79.73,26.53,58.2
Hyundai,Elantra,2019,232,87.33,84.8,60.73,77.62
Hyundai,Elantra,2020,222,79.73,91.13,75.93,82.26
Hyundai,Elantra,2021,123,81.0,97.47,93.67,90.71
Hyundai,Elantra,2022,90,88.6,98.73,92.4,93.24
Hyundai,Elantra,2023,83,83.53,93.67,89.87,89.02
Hyundai,Elantra,2024,48,92.4,98.73,97.47,96.2
Hyundai,Elantra,2025,16,96.2,100.0,100.0,98.73
