brand,model,year,error
Chevrolet,Cruze,2001,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2001
Chevrolet,Cruze,2002,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2002
Chevrolet,Cruze,2003,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2003
Chevrolet,Cruze,2004,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2004
Chevrolet,Cruze,2005,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2005
Chevrolet,Cruze,2006,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2006
Chevrolet,Cruze,2007,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2007
Chevrolet,Cruze,2008,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2008
Chevrolet,Cruze,2020,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2020
Chevrolet,Cruze,2021,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2021
Chevrolet,Cruze,2022,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2022
Chevrolet,Cruze,2023,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2023
Chevrolet,Cruze,2024,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2024
Chevrolet,Cruze,2025,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Chevrolet&model=Cruze&modelYear=2025
Hyundai,Ioniq,2000,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2000
Hyundai,Ioniq,2001,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2001
Hyundai,Ioniq,2002,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2002
Hyundai,Ioniq,2003,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2003
Hyundai,Ioniq,2004,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2004
Hyundai,Ioniq,2005,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2005
Hyundai,Ioniq,2006,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2006
Hyundai,Ioniq,2007,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2007
Hyundai,Ioniq,2008,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2008
Hyundai,Ioniq,2009,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2009
Hyundai,Ioniq,2010,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2010
Hyundai,Ioniq,2011,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2011
Hyundai,Ioniq,2012,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2012
Hyundai,Ioniq,2013,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2013
Hyundai,Ioniq,2014,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2014
Hyundai,Ioniq,2015,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2015
Hyundai,Ioniq,2016,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2016
Hyundai,Ioniq,2017,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2017
Hyundai,Ioniq,2018,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2018
Hyundai,Ioniq,2019,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2019
Hyundai,Ioniq,2021,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2021
Hyundai,Ioniq,2022,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2022
Hyundai,Ioniq,2023,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2023
Hyundai,Ioniq,2024,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2024
Hyundai,Ioniq,2025,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Ioniq&modelYear=2025
Hyundai,Palisade,2000,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2000
Hyundai,Palisade,2001,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2001
Hyundai,Palisade,2002,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2002
Hyundai,Palisade,2003,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2003
Hyundai,Palisade,2004,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2004
Hyundai,Palisade,2005,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2005
Hyundai,Palisade,2006,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2006
Hyundai,Palisade,2007,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2007
Hyundai,Palisade,2008,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2008
Hyundai,Palisade,2009,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2009
Hyundai,Palisade,2010,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2010
Hyundai,Palisade,2011,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2011
Hyundai,Palisade,2012,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2012
Hyundai,Palisade,2013,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2013
Hyundai,Palisade,2014,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2014
Hyundai,Palisade,2015,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2015
Hyundai,Palisade,2016,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2016
Hyundai,Palisade,2017,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2017
Hyundai,Palisade,2018,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2018
Hyundai,Palisade,2019,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Palisade&modelYear=2019
Hyundai,Tucson,2000,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Tucson&modelYear=2000
Hyundai,Tucson,2001,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Tucson&modelYear=2001
Hyundai,Tucson,2002,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Tucson&modelYear=2002
Hyundai,Tucson,2003,400 Client Error: Bad Request for url: https://api.nhtsa.gov/complaints/complaintsByVehicle?make=Hyundai&model=Tucson&modelYear=2003
